,itemsets,support
85,"Ozark,The Walking Dead,Atypical",0.23809523809523808
86,"The Blacklist,Mr. Robot,Atypical",0.23809523809523808
87,"Dr. House,Berlin Station",0.23809523809523808
88,"The Blacklist,The Wire",0.23809523809523808
89,"Family Guy,Mr. Robot,Ozark",0.23809523809523808
90,"Ozark,Atypical,Deception",0.23809523809523808
91,"The Blacklist,Banshee",0.23809523809523808
92,Game of thrones,0.23809523809523808
93,"The Walking Dead,Shadow and Bone",0.23809523809523808
94,"Atypical,The Wire",0.23809523809523808
95,"Demon Slayer,Shadow and Bone",0.23809523809523808
96,Sopranos,0.23809523809523808
97,"Hanna,Ozark",0.23809523809523808
98,"Ozark,The Mentalist,Atypical",0.23809523809523808
99,"The Blacklist,The Mentalist",0.23809523809523808
100,"Outer Banks,Shadow and Bone",0.23809523809523808
101,Archer,0.23809523809523808
102,"Ozark,The Stranger",0.23809523809523808
103,Lupin,0.23809523809523808
104,"Ozark,Jack Ryan",0.23809523809523808
105,"12 Monkeys,Ozark",0.23809523809523808
106,"Ozark,Atypical,Berlin Station",0.23809523809523808
107,"The Blacklist,Alice in Borderland",0.23809523809523808
108,"Family Guy,Ozark,Deception",0.23809523809523808
109,"Family Guy,Atypical,Deception",0.23809523809523808
110,"Jack Ryan,Atypical",0.23809523809523808
111,"12 Monkeys,Family Guy",0.23809523809523808
112,"The Blacklist,Daredevil",0.23809523809523808
113,"The Blacklist,Ozark,Berlin Station",0.23809523809523808
114,"Berlin Station,Shadow and Bone",0.23809523809523808
115,"The Blacklist,Queen of the South",0.23809523809523808
116,"Family Guy,Ozark,Berlin Station",0.23809523809523808
117,"12 Monkeys,The Blacklist,Atypical",0.23809523809523808
118,"Family Guy,Atypical,Berlin Station",0.23809523809523808
119,"The Blacklist,Atypical,Berlin Station",0.23809523809523808
120,"The Mentalist,Atypical,Deception",0.21428571428571427
121,"Ozark,Banshee",0.21428571428571427
122,"Atypical,Alice in Borderland",0.21428571428571427
123,"Mr. Robot,The Mentalist",0.21428571428571427
124,"Ozark,Alice in Borderland",0.21428571428571427
125,"Demon Slayer,The Mentalist",0.21428571428571427
126,"The Walking Dead,The Mentalist",0.21428571428571427
127,"The Blacklist,The Mentalist,Atypical",0.21428571428571427
128,"The Wire,Deception",0.21428571428571427
129,Lost in Space,0.21428571428571427
130,"Ozark,Jack Ryan,Atypical",0.21428571428571427
131,"The Blacklist,Jack Ryan",0.21428571428571427
132,"Atypical,Spartacus",0.21428571428571427
133,"Ozark,The Mentalist,The Wire",0.21428571428571427
134,"Ozark,Atypical,The Wire",0.21428571428571427
135,"The Blacklist,Cobra Kai",0.21428571428571427
136,"Ozark,Chernobyl",0.21428571428571427
137,"Dr. House,Atypical",0.21428571428571427
138,"Dr. House,The Blacklist",0.21428571428571427
139,"The Blacklist,Chernobyl",0.21428571428571427
140,"Dark,Ozark",0.21428571428571427
141,"Mr. Robot,Shadow and Bone",0.21428571428571427
142,Grey's Anatomy,0.21428571428571427
143,"The Blacklist,Atypical,Stranger Things",0.21428571428571427
144,"Two and a half men,Queen of the South",0.21428571428571427
145,"Mr. Robot,Two and a half men",0.21428571428571427
146,"Berlin Station,Two and a half men",0.21428571428571427
147,"12 Monkeys,Family Guy,Atypical",0.21428571428571427
148,"Demon Slayer,Berlin Station",0.21428571428571427
149,"12 Monkeys,Stranger Things",0.21428571428571427
150,"Ozark,Atypical,Stranger Things",0.21428571428571427
151,"Ozark,Succession",0.21428571428571427
152,"Daredevil,Shadow and Bone",0.21428571428571427
153,"The Blacklist,Family Guy,Deception",0.21428571428571427
154,"The Blacklist,Family Guy,Berlin Station",0.21428571428571427
155,"Family Guy,Ozark,Atypical,Berlin Station",0.21428571428571427
156,"The Blacklist,Atypical,Berlin Station,Family Guy",0.21428571428571427
157,"Family Guy,Mr. Robot,Atypical",0.21428571428571427
158,"Big Little Lies,Berlin Station",0.21428571428571427
159,"Demon Slayer,The Blacklist,Atypical",0.21428571428571427
160,Only Murders in the building,0.21428571428571427
161,Vikings,0.21428571428571427
162,"Ozark,Outer Banks",0.21428571428571427
163,"Hanna,Atypical",0.21428571428571427
164,"Family Guy,Hanna",0.21428571428571427
165,"The Blacklist,Hanna",0.21428571428571427
166,"Hanna,Deception",0.21428571428571427
167,"Demon Slayer,The Blacklist,Shadow and Bone",0.21428571428571427
168,"The Blacklist,Mr. Robot,Family Guy",0.21428571428571427
169,"Demon Slayer,The Blacklist,Ozark",0.21428571428571427
170,Lost,0.21428571428571427
171,"The Blacklist,Ozark,Deception",0.21428571428571427
172,"Demon Slayer,Deception",0.21428571428571427
173,One Piece,0.21428571428571427
174,"Mr. Robot,Deception",0.21428571428571427
175,"Demon Slayer,Mr. Robot",0.21428571428571427
176,"Demon Slayer,The Blacklist,Daredevil",0.21428571428571427
